k	Re[k]	Im[k]	ABS[k]
3215	  -0.00328	   0.00094	   0.00341
3216	  -0.00141	  -0.00227	   0.00268
3217	  -0.00773	  -0.04589	   0.04654
3218	  -0.00342	   0.00188	   0.00390
3219	   0.00114	  -0.00143	   0.00183
3220	  -0.01968	  -0.01484	   0.02465
3221	  -0.00729	  -0.01100	   0.01320
3222	  -0.00876	  -0.00780	   0.01173
3223	  -0.00904	  -0.01155	   0.01466
3224	  -0.00604	  -0.00118	   0.00615
3225	  -0.00089	  -0.00214	   0.00232
3226	  -0.00206	  -0.00217	   0.00300
3227	   0.00105	  -0.02982	   0.02983
3228	   0.00721	   0.00033	   0.00721
3229	   0.00152	   0.00230	   0.00275
3230	   0.00805	  -0.00358	   0.00881
3231	   0.00134	   0.01346	   0.01353
3232	  -0.00526	   0.00611	   0.00806
3233	   0.00502	  -0.00322	   0.00596
3234	  -0.01059	  -0.00529	   0.01184
3235	   0.00277	  -0.00384	   0.00473
3236	  -0.00474	  -0.00460	   0.00661
3237	   0.00241	  -0.00165	   0.00292
3238	   0.03051	   0.01511	   0.03404
3239	  -0.01639	  -0.00175	   0.01648
3240	   0.01767	   0.00325	   0.01797
3241	  -0.00963	  -0.00349	   0.01024
3242	  -0.00264	  -0.00011	   0.00264
3243	  -0.00302	   0.00334	   0.00450
3244	  -0.00414	  -0.00095	   0.00425
3245	   0.00168	   0.01027	   0.01041
3246	  -0.00111	   0.00178	   0.00210
3247	   0.00773	   0.00345	   0.00847
3248	  -0.00163	   0.00240	   0.00290
3249	  -0.00216	   0.00448	   0.00497
3250	  -0.00387	   0.00225	   0.00448
3251	  -0.00101	   0.00553	   0.00563
3252	   0.00644	   0.00160	   0.00663
3253	  -0.01197	  -0.00657	   0.01365
3254	  -0.00565	  -0.00184	   0.00595
3255	   0.00068	   0.00311	   0.00318
3256	   0.00075	  -0.00265	   0.00275
3257	  -0.00003	   0.00056	   0.00056
3258	  -0.03090	  -0.01655	   0.03505
3259	  -0.00247	   0.00481	   0.00541
3260	   0.00327	   0.00089	   0.00339
3261	   0.11280	   0.00539	   0.11293
3262	   0.00035	  -0.00302	   0.00304
3263	  -0.00048	  -0.00570	   0.00572
3264	   0.01257	   0.00662	   0.01420
3265	  -0.00801	   0.00616	   0.01011
3266	   0.00219	   0.00220	   0.00310
3267	  -0.00050	   0.00241	   0.00246
3268	   0.00382	   0.00395	   0.00549
3269	   0.00403	   0.00327	   0.00519
3270	   0.00272	  -0.00058	   0.00278
3271	   0.00082	  -0.00017	   0.00084
3272	   0.01269	  -0.00130	   0.01276
3273	   0.00065	  -0.00670	   0.00673
3274	  -0.00572	   0.00197	   0.00605
3275	   0.00091	  -0.00425	   0.00434
3276	   0.00474	   0.00165	   0.00502
3277	  -0.00516	   0.00051	   0.00519
3278	   0.00213	   0.00519	   0.00561
3279	   0.01540	  -0.00506	   0.01621
3280	   0.00868	  -0.00421	   0.00965
3281	  -0.00616	  -0.00133	   0.00630
3282	   0.00309	   0.00448	   0.00544
3283	   0.00417	   0.00444	   0.00609
3284	   0.00273	   0.00160	   0.00317
3285	   0.00574	  -0.00255	   0.00629
3286	  -0.00160	   0.00937	   0.00950
3287	   0.00040	   0.00841	   0.00842
3288	  -0.01727	  -0.02962	   0.03428
3289	   0.01521	  -0.01657	   0.02249
3290	   0.00469	  -0.00047	   0.00471
3291	   0.00250	  -0.00483	   0.00544
3292	   0.00257	  -0.00342	   0.00428
3293	  -0.00891	   0.01627	   0.01855
3294	  -0.00835	  -0.00401	   0.00927
3295	  -0.00426	   0.00114	   0.00441
3296	  -0.00113	   0.00233	   0.00259
3297	   0.00059	   0.00479	   0.00483
3298	   0.00233	  -0.00086	   0.00248
3299	   0.00748	   0.00233	   0.00783
3300	   0.00548	  -0.00650	   0.00850
3301	   0.00588	  -0.00491	   0.00766
3302	  -0.00384	   0.00189	   0.00428
3303	  -0.01564	   0.00594	   0.01674
3304	   0.00450	  -0.00329	   0.00558
3305	   0.00022	  -0.00150	   0.00152
3306	  -0.00350	  -0.00179	   0.00393
3307	   0.00044	   0.00669	   0.00670
3308	  -0.00044	   0.00281	   0.00285
3309	  -0.00290	  -0.00084	   0.00302
3310	  -0.00456	  -0.00747	   0.00876
3311	   0.00383	  -0.00492	   0.00624
3312	  -0.00308	  -0.00511	   0.00597
3313	  -0.00478	  -0.01812	   0.01874
3314	   0.00085	  -0.00099	   0.00130
3315	   0.00241	   0.00001	   0.00241
3316	  -0.00731	   0.00112	   0.00740
3317	  -0.01351	   0.02937	   0.03233
3318	  -0.00102	  -0.01155	   0.01159
3319	   0.00133	   0.00144	   0.00196
3320	  -0.00114	  -0.00427	   0.00442
3321	   0.00188	  -0.00168	   0.00252
3322	   0.00504	   0.06129	   0.06150
3323	   0.00876	  -0.01203	   0.01488
3324	   0.00594	  -0.00064	   0.00598
3325	  -0.00862	  -0.00868	   0.01223
3326	   0.00635	   0.01700	   0.01815
3327	   0.00506	  -0.00239	   0.00560
3328	   0.00179	   0.00539	   0.00568
3329	   0.00216	   0.00038	   0.00219
3330	  -0.02338	  -0.00404	   0.02372
3331	  -0.03327	  -0.02277	   0.04031
3332	  -0.00952	   0.01263	   0.01582
3333	   0.01786	   0.00958	   0.02027
3334	  -0.00158	  -0.00126	   0.00202
3335	   0.00823	  -0.00378	   0.00906
3336	  -0.02788	  -0.04687	   0.05453
3337	   0.00518	   0.00660	   0.00839
3338	   0.06135	   0.02111	   0.06488
3339	   0.00520	   0.00689	   0.00863
3340	  -0.00777	  -0.00373	   0.00862
3341	   0.02631	   0.01304	   0.02936
3342	  -0.01849	  -0.01503	   0.02383
3343	  -0.02137	  -0.00499	   0.02195
3344	  -0.00039	  -0.00043	   0.00058
3345	   0.00960	  -0.00391	   0.01036
3346	   0.00167	   0.00137	   0.00216
3347	  -0.00786	  -0.00657	   0.01024
3348	  -0.00312	   0.00181	   0.00361
3349	   0.00533	   0.00261	   0.00593
3350	  -0.00497	  -0.00304	   0.00582
3351	   0.00211	   0.00206	   0.00295
3352	   0.00114	   0.00543	   0.00555
3353	  -0.00889	   0.00580	   0.01062
3354	   0.01812	   0.01638	   0.02443
3355	  -0.00218	  -0.00020	   0.00219
3356	  -0.00377	   0.00219	   0.00436
3357	  -0.00232	  -0.00570	   0.00615
3358	  -0.00455	  -0.00310	   0.00551
3359	   0.00150	  -0.00642	   0.00659
3360	   0.02452	   0.00063	   0.02453
3361	  -0.00033	   0.00133	   0.00137
3362	   0.00367	   0.00465	   0.00593
3363	   0.00432	   0.00190	   0.00472
3364	  -0.00157	  -0.00318	   0.00355
3365	   0.00226	  -0.00300	   0.00376
3366	   0.00070	   0.00151	   0.00166
3367	   0.02224	  -0.00375	   0.02255
3368	  -0.00300	  -0.00395	   0.00496
3369	   0.01728	  -0.00269	   0.01749
3370	  -0.00691	   0.00677	   0.00967
3371	  -0.00130	  -0.00672	   0.00685
3372	  -0.00307	  -0.00659	   0.00727
3373	   0.01617	   0.01105	   0.01959
3374	   0.01356	  -0.00879	   0.01616
3375	  -0.00290	  -0.00171	   0.00337
3376	  -0.00084	  -0.00364	   0.00374
3377	   0.02122	   0.00587	   0.02202
3378	   0.00325	  -0.00023	   0.00326
3379	  -0.00638	   0.00063	   0.00641
3380	  -0.04430	   0.03195	   0.05462
3381	   0.00800	  -0.01395	   0.01608
3382	  -0.00223	   0.00465	   0.00516
3383	  -0.01686	   0.00720	   0.01833
3384	   0.00576	   0.00848	   0.01025
3385	   0.00292	  -0.00097	   0.00308
3386	  -0.00206	   0.00624	   0.00657
3387	  -0.06188	  -0.01555	   0.06381
3388	  -0.00181	  -0.01173	   0.01187
3389	   0.00621	   0.01104	   0.01266
3390	   0.00255	  -0.00068	   0.00264
3391	  -0.00056	   0.01142	   0.01143
3392	  -0.00275	   0.01197	   0.01228
3393	  -0.00402	   0.00325	   0.00517
3394	   0.01161	   0.04331	   0.04484
3395	  -0.00083	  -0.01687	   0.01689
3396	   0.00262	   0.00206	   0.00333
3397	   0.01585	   0.00570	   0.01684
3398	  -0.00359	  -0.00442	   0.00569
3399	  -0.00611	   0.00323	   0.00691
3400	   0.01147	  -0.00135	   0.01155
3401	  -0.00408	  -0.00743	   0.00847
3402	   0.00172	   0.00028	   0.00174
3403	   0.00404	  -0.00711	   0.00818
3404	   0.00378	   0.00200	   0.00428
3405	   0.00172	   0.00515	   0.00543
3406	  -0.00087	   0.00035	   0.00093
3407	  -0.00675	  -0.00638	   0.00929
3408	  -0.00659	  -0.00176	   0.00682
3409	  -0.00061	  -0.00752	   0.00755
3410	  -0.01002	   0.01094	   0.01483
3411	   0.01100	   0.01128	   0.01575
3412	  -0.00288	  -0.00128	   0.00315
3413	  -0.00332	   0.00933	   0.00991
3414	   0.00231	  -0.00326	   0.00400
3415	   0.01388	   0.00063	   0.01389
3416	   0.01378	   0.00944	   0.01670
3417	   0.01041	  -0.01350	   0.01704
3418	  -0.01144	  -0.00972	   0.01501
3419	   0.00352	   0.00012	   0.00352
3420	   0.03642	  -0.01603	   0.03979
3421	   0.00064	   0.00401	   0.00406
3422	  -0.00215	   0.00029	   0.00217
3423	  -0.00256	   0.00190	   0.00319
3424	  -0.00155	  -0.00559	   0.00580
3425	  -0.05136	   0.00164	   0.05139
3426	   0.00408	  -0.00267	   0.00488
3427	  -0.00756	  -0.00307	   0.00816
3428	   0.00319	   0.00752	   0.00817
3429	  -0.01116	  -0.01192	   0.01633
3430	   0.02018	   0.01123	   0.02309
3431	   0.00151	   0.00649	   0.00666
3432	   0.00594	  -0.00410	   0.00722
3433	   0.00010	   0.00463	   0.00463
3434	   0.00747	  -0.00984	   0.01235
3435	   0.00714	  -0.00154	   0.00731
3436	   0.00635	   0.03157	   0.03220
3437	   0.00073	   0.00976	   0.00979
3438	   0.00286	  -0.01509	   0.01536
3439	   0.00530	  -0.00048	   0.00532
3440	   0.01315	  -0.00878	   0.01581
3441	   0.01503	  -0.01443	   0.02083
3442	   0.00035	   0.00090	   0.00096
3443	  -0.00544	  -0.01054	   0.01186
3444	   0.01338	   0.01497	   0.02008
3445	  -0.00537	   0.00042	   0.00539
3446	  -0.00845	   0.00921	   0.01250
3447	  -0.00381	  -0.00295	   0.00482
3448	  -0.01235	  -0.00389	   0.01294
3449	   0.00065	   0.00026	   0.00070
3450	   0.00023	  -0.00675	   0.00675
3451	   0.00064	   0.00577	   0.00580
3452	   0.00433	  -0.03637	   0.03663
3453	  -0.00234	   0.01193	   0.01215
3454	  -0.10290	  -0.10350	   0.14595
3455	   0.00322	   0.00054	   0.00326
3456	   0.00973	  -0.00002	   0.00973
3457	   0.01300	   0.03548	   0.03779
3458	   0.00253	  -0.00034	   0.00255
3459	   0.00390	   0.01249	   0.01309
3460	  -0.02509	   0.02515	   0.03553
3461	   0.00651	   0.00736	   0.00982
3462	   0.01459	  -0.00041	   0.01459
3463	   0.00395	   0.00407	   0.00567
3464	  -0.00451	  -0.00637	   0.00780
3465	   0.00486	   0.00579	   0.00756
3466	  -0.00306	   0.00412	   0.00514
3467	  -0.00116	  -0.00021	   0.00118
3468	  -0.01089	  -0.00572	   0.01231
3469	  -0.00247	  -0.00164	   0.00297
3470	  -0.00696	   0.00573	   0.00902
3471	   0.00022	   0.00097	   0.00099
3472	   0.00557	  -0.00074	   0.00562
3473	   0.01057	   0.00037	   0.01058
3474	   0.13063	  -0.09596	   0.16209
3475	  -0.07829	  -0.07244	   0.10666
3476	  -0.01282	  -0.01043	   0.01652
3477	   0.00070	   0.00280	   0.00288
3478	  -0.00461	   0.00225	   0.00513
3479	   0.00118	  -0.00611	   0.00622
3480	  -0.00597	  -0.01460	   0.01577
3481	   0.00301	  -0.00649	   0.00715
3482	  -0.02458	   0.03157	   0.04001
3483	  -0.00623	  -0.01842	   0.01944
3484	  -0.00129	  -0.00182	   0.00223
3485	   0.00974	   0.00559	   0.01123
3486	   0.00123	  -0.00674	   0.00686
3487	  -0.00348	  -0.00055	   0.00352
3488	  -0.01451	   0.01359	   0.01988
3489	   0.00316	  -0.01867	   0.01893
3490	   0.00112	  -0.00074	   0.00134
3491	   0.00030	   0.00804	   0.00804
3492	  -0.03918	   0.03739	   0.05416
3493	  -0.00198	  -0.01103	   0.01121
3494	   0.04999	   0.01002	   0.05099
3495	   0.00160	  -0.00013	   0.00161
3496	  -0.00928	   0.00959	   0.01334
3497	  -0.00198	   0.00984	   0.01004
3498	   0.00218	   0.00259	   0.00339
3499	   0.00237	   0.00259	   0.00351
3500	   0.00142	  -0.00232	   0.00273
3501	  -0.00200	   0.02265	   0.02274
3502	  -0.02476	   0.00861	   0.02622
3503	   0.02911	  -0.02606	   0.03907
3504	   0.00199	  -0.01374	   0.01389
3505	   0.00983	   0.01005	   0.01406
3506	   0.00264	  -0.00121	   0.00290
3507	  -0.00840	   0.01325	   0.01569
3508	   0.01331	   0.00201	   0.01346
3509	  -0.00325	   0.00183	   0.00373
3510	   0.00505	   0.01124	   0.01233
3511	   0.01516	   0.01743	   0.02310
3512	  -0.00424	   0.00056	   0.00428
3513	  -0.00326	   0.00014	   0.00326
3514	   0.00084	   0.00815	   0.00819
3515	   0.00048	   0.00098	   0.00109
3516	  -0.00703	   0.00596	   0.00922
3517	  -0.00858	  -0.00469	   0.00978
3518	  -0.00078	  -0.00160	   0.00178
3519	  -0.01307	  -0.00436	   0.01378
3520	   0.01138	  -0.00100	   0.01142
3521	   0.00803	   0.00523	   0.00958
3522	   0.16054	   0.00375	   0.16058
3523	   0.00596	   0.00535	   0.00802
3524	   0.00246	   0.00189	   0.00310
3525	   0.01085	   0.00458	   0.01178
3526	  -0.01346	  -0.01325	   0.01888
3527	   0.01729	  -0.00201	   0.01741
3528	   0.01195	   0.01540	   0.01950
3529	  -0.00006	  -0.00146	   0.00146
3530	   0.00786	  -0.00055	   0.00788
3531	  -0.00119	   0.00105	   0.00159
3532	  -0.00099	   0.00243	   0.00262
3533	   0.00734	  -0.00481	   0.00878
3534	   0.00792	  -0.00323	   0.00855
3535	   0.01533	   0.00170	   0.01542
3536	   0.00530	  -0.01372	   0.01471
3537	   0.00059	   0.00171	   0.00181
3538	  -0.00130	   0.00711	   0.00723
3539	  -0.00151	   0.00304	   0.00339
3540	   0.00902	  -0.00057	   0.00904
3541	   0.00231	  -0.00344	   0.00414
3542	   0.01373	  -0.00573	   0.01488
3543	  -0.00288	   0.00024	   0.00289
3544	   0.02645	  -0.01200	   0.02904
3545	  -0.00171	  -0.00137	   0.00219
3546	  -0.00216	   0.00087	   0.00233
3547	   0.00198	   0.00237	   0.00309
3548	   0.00124	   0.00174	   0.00214
3549	   0.01694	   0.00018	   0.01694
3550	   0.00548	   0.00457	   0.00713
3551	  -0.00767	   0.00534	   0.00934
3552	   0.00065	  -0.00110	   0.00127
3553	  -0.00201	  -0.00120	   0.00234
3554	   0.00283	   0.02384	   0.02401
3555	   0.00316	   0.00071	   0.00324
3556	   0.00997	   0.00032	   0.00998
3557	  -0.00606	  -0.00408	   0.00731
3558	   0.02100	   0.00832	   0.02259
3559	   0.00254	  -0.00178	   0.00310
3560	   0.00181	  -0.00567	   0.00595
3561	   0.00460	  -0.00115	   0.00474
3562	   0.00436	  -0.00542	   0.00696
3563	   0.01183	  -0.00514	   0.01290
3564	   0.00566	  -0.00285	   0.00633
3565	   0.02214	   0.00563	   0.02284
3566	  -0.00063	   0.00344	   0.00350
3567	  -0.00041	  -0.00121	   0.00127
3568	  -0.00067	   0.00032	   0.00074
3569	   0.02137	  -0.00043	   0.02138
3570	   0.01640	  -0.00674	   0.01774
3571	  -0.00502	   0.00102	   0.00512
3572	   0.16305	   0.15213	   0.22300
3573	  -0.00060	   0.01612	   0.01613
3574	  -0.00142	   0.00511	   0.00531
3575	  -0.01767	   0.07524	   0.07729
3576	   0.00048	  -0.00819	   0.00820
3577	  -0.00076	  -0.00498	   0.00503
3578	  -0.00378	  -0.01927	   0.01964
3579	  -0.00313	  -0.00746	   0.00809
3580	   0.00568	  -0.00627	   0.00846
3581	   0.00648	   0.00287	   0.00708
3582	   0.00071	   0.00113	   0.00133
3583	   0.00368	  -0.00069	   0.00375
3584	   0.00575	  -0.00634	   0.00856
3585	  -0.00051	   0.00066	   0.00083
3586	  -0.00677	   0.14181	   0.14197
3587	  -0.00727	  -0.00859	   0.01125
3588	  -0.01453	  -0.00889	   0.01704
3589	  -0.00041	  -0.00120	   0.00127
3590	   0.01024	  -0.02027	   0.02271
3591	   0.00691	  -0.00313	   0.00758
3592	   0.00499	   0.00739	   0.00892
3593	   0.02448	   0.01315	   0.02779
3594	  -0.00111	  -0.00183	   0.00214
3595	   0.03951	  -0.00267	   0.03960
3596	   0.00625	   0.01027	   0.01202
3597	  -0.00026	  -0.00461	   0.00462
3598	  -0.00159	  -0.00579	   0.00600
3599	   0.00980	   0.00173	   0.00996
3600	  -0.01371	  -0.04014	   0.04242
3601	   0.00050	   0.00318	   0.00322
3602	  -0.01563	   0.00618	   0.01681
3603	   0.00150	  -0.00518	   0.00539
3604	  -0.00018	   0.00009	   0.00020
3605	  -0.00518	   0.01506	   0.01593
3606	  -0.00010	  -0.00422	   0.00422
3607	   0.00369	  -0.05086	   0.05100
3608	   0.00371	   0.00723	   0.00812
3609	   0.00799	   0.02675	   0.02792
3610	   0.00313	  -0.00137	   0.00341
3611	   0.00276	   0.00023	   0.00277
3612	  -0.00268	   0.00690	   0.00740
3613	   0.00079	   0.00413	   0.00420
3614	  -0.01885	  -0.00926	   0.02100
3615	  -0.00003	   0.00553	   0.00553
3616	  -0.00034	  -0.01282	   0.01283
3617	  -0.00662	   0.00271	   0.00715
3618	  -0.00394	   0.01315	   0.01373
3619	  -0.00193	   0.00666	   0.00694
3620	   0.00143	   0.00082	   0.00164
3621	   0.00317	  -0.00175	   0.00362
3622	   0.00110	   0.00237	   0.00261
3623	  -0.01799	   0.01326	   0.02235
3624	   0.00191	  -0.00308	   0.00362
3625	   0.00633	   0.00581	   0.00859
3626	   0.00959	  -0.00326	   0.01013
3627	  -0.00078	   0.00003	   0.00078
3628	  -0.00968	  -0.00323	   0.01020
3629	  -0.01089	  -0.00001	   0.01089
3630	  -0.00246	   0.00292	   0.00381
3631	  -0.00056	  -0.00525	   0.00528
3632	   0.01050	  -0.00132	   0.01058
3633	   0.00876	   0.00734	   0.01143
3634	  -0.00336	   0.00347	   0.00483
3635	   0.00073	  -0.00693	   0.00697
3636	   0.00348	   0.01787	   0.01821
3637	   0.00115	  -0.00348	   0.00366
3638	   0.00442	  -0.00135	   0.00463
3639	   0.00124	  -0.00403	   0.00422
3640	   0.00819	   0.01264	   0.01506
3641	   0.00100	   0.00180	   0.00205
3642	  -0.00166	   0.00894	   0.00910
3643	   0.00776	  -0.01322	   0.01533
3644	   0.00279	   0.00341	   0.00441
3645	   0.01840	   0.00034	   0.01840
3646	   0.00288	   0.00024	   0.00289
3647	   0.00446	   0.01020	   0.01114
3648	  -0.00104	   0.00173	   0.00202
3649	   0.00470	   0.00673	   0.00821
3650	  -0.00410	  -0.00340	   0.00532
3651	   0.00854	   0.00653	   0.01075
3652	  -0.01181	   0.00536	   0.01296
3653	   0.00213	  -0.00483	   0.00528
3654	   0.00921	   0.00456	   0.01028
3655	   0.00122	   0.00374	   0.00393
3656	   0.00665	   0.00407	   0.00780
3657	  -0.00738	   0.02366	   0.02478
3658	   0.01025	  -0.02098	   0.02335
3659	  -0.08868	   0.06400	   0.10936
3660	  -0.00184	  -0.00365	   0.00409
3661	   0.00334	   0.00656	   0.00736
3662	  -0.00855	   0.00136	   0.00866
3663	   0.00123	   0.00380	   0.00399
3664	   0.00017	  -0.00081	   0.00082
3665	   0.00313	   0.00019	   0.00313
3666	  -0.00263	   0.00488	   0.00555
3667	   0.00222	  -0.00048	   0.00227
3668	   0.02531	   0.02419	   0.03501
3669	  -0.00131	   0.00125	   0.00181
3670	   0.00495	  -0.00844	   0.00979
3671	  -0.01286	   0.03138	   0.03391
3672	  -0.00154	  -0.00195	   0.00248
3673	   0.00395	  -0.01264	   0.01325
3674	   0.01120	   0.01679	   0.02018
3675	   0.01432	   0.00205	   0.01446
3676	  -0.00336	  -0.00108	   0.00352
3677	  -0.00517	  -0.00443	   0.00681
3678	   0.00210	  -0.00101	   0.00233
3679	  -0.01452	  -0.00273	   0.01478
3680	  -0.00180	   0.00302	   0.00351
3681	  -0.00183	   0.00082	   0.00201
3682	  -0.00324	   0.00417	   0.00528
3683	  -0.01246	   0.00400	   0.01308
3684	   0.00017	   0.00533	   0.00533
3685	   0.00496	   0.10650	   0.10662
3686	  -0.00550	  -0.00357	   0.00655
3687	   0.00676	  -0.00412	   0.00791
3688	  -0.00008	   0.00335	   0.00335
3689	   0.00428	   0.00948	   0.01040
3690	   0.00269	   0.00379	   0.00465
3691	  -0.03368	  -0.01820	   0.03828
3692	  -0.00100	   0.00412	   0.00424
3693	   0.00539	   0.00665	   0.00856
3694	   0.00585	   0.00209	   0.00621
3695	   0.00654	  -0.01270	   0.01429
3696	  -0.00647	   0.01726	   0.01843
3697	   0.01226	   0.00740	   0.01432
3698	   0.00459	  -0.00029	   0.00460
3699	   0.00238	  -0.01298	   0.01319
3700	   0.04267	   0.02867	   0.05141
3701	   0.00229	   0.00080	   0.00243
3702	   0.00383	   0.00423	   0.00571
3703	   0.00139	   0.00015	   0.00140
3704	  -0.00422	   0.00827	   0.00928
3705	  -0.01213	  -0.00062	   0.01215
3706	   0.00114	   0.00372	   0.00389
3707	  -0.00581	   0.01218	   0.01349
3708	  -0.00564	   0.00354	   0.00666
3709	  -0.00487	  -0.00024	   0.00487
3710	  -0.00007	   0.00972	   0.00972
3711	  -0.00596	   0.00460	   0.00753
3712	   0.00026	  -0.00550	   0.00551
3713	   0.01075	  -0.02282	   0.02522
3714	  -0.00179	   0.00545	   0.00573
3715	  -0.00445	  -0.00009	   0.00445
3716	  -0.01155	   0.00082	   0.01158
3717	   0.02225	  -0.00071	   0.02227
3718	  -0.00003	  -0.00093	   0.00093
3719	   0.02330	   0.00343	   0.02355
3720	   0.01852	  -0.00089	   0.01854
3721	   0.00548	   0.00075	   0.00553
3722	   0.00094	   0.00190	   0.00212
3723	  -0.00211	  -0.00393	   0.00446
3724	   0.00605	   0.01601	   0.01712
3725	   0.00009	  -0.00123	   0.00123
3726	  -0.00500	   0.00245	   0.00557
3727	   0.01345	   0.00457	   0.01421
3728	  -0.00584	   0.01182	   0.01318
3729	   0.01957	  -0.00699	   0.02078
3730	   0.00034	   0.00200	   0.00203
3731	   0.00707	   0.01590	   0.01740
3732	   0.00254	   0.00349	   0.00432
3733	   0.00036	   0.00290	   0.00292
3734	   0.00340	   0.00130	   0.00364
3735	  -0.00728	   0.00970	   0.01213
3736	   0.01274	  -0.00552	   0.01388
3737	  -0.00266	  -0.00208	   0.00338
3738	   0.00022	   0.00336	   0.00336
3739	  -0.02080	   0.02861	   0.03537
3740	   0.01448	   0.00174	   0.01459
3741	   0.00020	  -0.01727	   0.01727
3742	   0.01093	   0.00893	   0.01411
3743	   0.10411	  -0.08815	   0.13641
3744	  -0.00064	   0.00622	   0.00625
3745	   0.01110	   0.00877	   0.01415
3746	  -0.00234	  -0.00617	   0.00660
3747	  -0.01319	   0.01033	   0.01675
3748	   0.00515	  -0.01885	   0.01954
3749	  -0.00536	   0.00254	   0.00593
3750	   0.00869	   0.00254	   0.00906
3751	   0.00502	  -0.01132	   0.01238
3752	   0.01549	  -0.00065	   0.01550
3753	   0.00951	  -0.01299	   0.01609
3754	   0.00556	  -0.01539	   0.01636
3755	   0.00696	   0.00874	   0.01117
3756	   0.03519	  -0.00303	   0.03532
3757	  -0.00485	  -0.01832	   0.01895
3758	  -0.00912	   0.01081	   0.01414
3759	   0.01299	  -0.00328	   0.01340
3760	  -0.00052	  -0.00336	   0.00340
3761	   0.00100	   0.00220	   0.00241
3762	  -0.00446	  -0.00095	   0.00456
3763	  -0.00065	  -0.00341	   0.00347
3764	  -0.04163	   0.01805	   0.04537
3765	   0.00196	  -0.00146	   0.00244
3766	   0.00222	  -0.00596	   0.00636
3767	   0.00341	   0.00209	   0.00400
3768	  -0.00353	   0.00428	   0.00554
3769	  -0.00189	  -0.00274	   0.00333
3770	   0.02721	   0.00137	   0.02724
3771	   0.01971	  -0.18600	   0.18704
3772	   0.00653	  -0.00352	   0.00742
3773	   0.00576	  -0.00789	   0.00977
3774	  -0.00467	   0.00548	   0.00720
3775	  -0.00789	  -0.00085	   0.00793
3776	  -0.00175	   0.00298	   0.00346
3777	  -0.00360	   0.00271	   0.00451
3778	  -0.02723	  -0.00136	   0.02727
3779	   0.00677	  -0.00347	   0.00761
3780	   0.00473	  -0.00482	   0.00675
3781	  -0.00105	  -0.00047	   0.00115
3782	  -0.00107	   0.02090	   0.02093
3783	   0.00782	  -0.00560	   0.00962
3784	  -0.00150	  -0.00053	   0.00159
3785	   0.00755	   0.03444	   0.03525
3786	   0.00028	  -0.00487	   0.00488
3787	  -0.02611	  -0.06018	   0.06560
3788	   0.02075	   0.03258	   0.03863
3789	   0.00147	   0.00149	   0.00209
3790	   0.01135	  -0.00968	   0.01492
3791	   0.00610	   0.00516	   0.00799
3792	   0.08240	  -0.06311	   0.10379
3793	   0.00593	   0.00093	   0.00600
3794	   0.00100	  -0.00143	   0.00175
3795	   0.00296	  -0.00027	   0.00297
3796	   0.00733	  -0.00109	   0.00741
3797	  -0.00264	   0.00109	   0.00286
3798	   0.01101	  -0.00405	   0.01173
3799	  -0.00038	   0.00806	   0.00807
3800	   0.00082	   0.00027	   0.00086
3801	   0.00427	   0.00268	   0.00504
3802	   0.00384	   0.00623	   0.00732
3803	   0.00247	   0.00199	   0.00317
3804	  -0.01075	  -0.01406	   0.01770
3805	  -0.00591	   0.00472	   0.00756
3806	  -0.01220	  -0.00361	   0.01272
3807	  -0.00278	  -0.01541	   0.01566
3808	  -0.00337	  -0.00086	   0.00348
3809	  -0.00264	  -0.01234	   0.01262
3810	   0.00349	   0.00867	   0.00935
3811	  -0.00165	   0.00843	   0.00859
3812	  -0.01335	   0.00741	   0.01527
3813	   0.00525	  -0.00135	   0.00542
3814	   0.01103	  -0.00272	   0.01136
3815	   0.00279	   0.00566	   0.00631
3816	   0.00264	   0.02404	   0.02418
3817	   0.00417	   0.00197	   0.00461
3818	  -0.00259	   0.00487	   0.00551
3819	   0.00243	   0.00006	   0.00243
3820	   0.00816	  -0.00442	   0.00928
3821	  -0.00123	  -0.00937	   0.00945
3822	  -0.00450	   0.00322	   0.00553
3823	   0.01525	  -0.00928	   0.01785
3824	   0.00253	  -0.00611	   0.00662
3825	   0.01274	   0.04317	   0.04501
3826	  -0.00262	  -0.00161	   0.00307
3827	  -0.00412	   0.00218	   0.00466
3828	  -0.00176	  -0.00066	   0.00188
3829	   0.00895	  -0.00044	   0.00896
3830	   0.00194	  -0.00181	   0.00265
3831	  -0.00124	   0.00543	   0.00557
3832	   0.00153	  -0.00298	   0.00335
3833	   0.00133	   0.00092	   0.00162
3834	   0.00196	   0.00675	   0.00703
3835	   0.00728	  -0.00482	   0.00873
3836	   0.00540	   0.00303	   0.00619
3837	   0.00848	   0.00699	   0.01098
3838	  -0.00093	   0.00950	   0.00955
3839	  -0.00222	  -0.00204	   0.00302
3840	  -0.00065	   0.00416	   0.00421
3841	  -0.00272	  -0.01099	   0.01132
3842	  -0.00609	   0.01096	   0.01253
3843	   0.00958	   0.00730	   0.01205
3844	  -0.00030	   0.00700	   0.00701
3845	   0.00033	   0.00115	   0.00120
3846	   0.00987	  -0.01451	   0.01754
3847	  -0.00257	  -0.00418	   0.00491
3848	   0.02008	  -0.00479	   0.02064
3849	  -0.01018	  -0.00259	   0.01050
3850	   0.00556	   0.01654	   0.01745
3851	  -0.00904	  -0.01900	   0.02104
